ds,forecast,lower,upper,actual
2010-01-01,9137.420126654059,-6868.569179263848,23540.860623159915,0.0
2010-01-02,-15592.990888163906,-30742.300448564092,-589.833363082187,0.0
2010-01-03,2105.042131265691,-12252.527397837117,16605.644938951507,0.0
2010-01-04,12816.350789775468,-2419.6799960509766,28727.50379080077,13415.09
2010-01-05,18758.530162825424,2722.0214133833233,34371.17432803607,19051.19
2010-01-06,17220.134757367057,1788.423519960547,32513.1883519688,8731.26
2010-01-07,25426.29305135124,10508.153114676195,40647.91926849772,72989.38
2010-01-08,17224.540328513292,2067.9784631550683,33210.81371761275,30292.7
2010-01-09,-6898.206697249272,-22376.168718692024,9753.187733768358,0.0
2010-01-10,11193.366768489335,-4550.838842988379,26388.369949353546,23157.33
2010-01-11,22080.168603323964,5479.534557201746,36975.40565945964,19684.49
2010-01-12,27981.00989793722,12345.600337183168,43869.572898542814,38833.58
2010-01-13,26190.736218580165,10160.854217966058,40718.49936916161,12391.1
2010-01-14,33945.6483636552,19763.810306974854,50115.12261977991,23721.64
2010-01-15,25109.017780751707,9210.358886068925,40170.10192856387,13499.55
2010-01-16,187.6288900713662,-16366.71835801437,15058.660666065272,0.0
2010-01-17,17340.260362181853,1203.0555124458988,31713.53917857628,17363.25
2010-01-18,27174.256217527676,11421.46474162674,42724.5335481923,12078.84
2010-01-19,31937.140393754024,17343.202474411297,47864.876194030854,21892.791
2010-01-20,28953.999522239534,13366.9054361211,44375.30142637505,13244.34
2010-01-21,35492.12235287659,19834.617557324742,51258.636920526755,27359.23
2010-01-22,25445.72186828609,9763.137090048718,39581.7027815457,29345.83
2010-01-23,-648.3065726752538,-16284.301511297494,14791.129766104308,0.0
2010-01-24,15397.341722553361,216.23186280950492,32121.63948686962,15552.32
2010-01-25,24216.247231728936,8491.316284742506,39286.81806327528,18346.54
2010-01-26,28079.24416303136,11611.566489193565,43346.70007067844,38570.37
2010-01-27,24331.251023426736,9824.941672062008,39539.750943250656,23722.72
2010-01-28,30255.45624839671,16524.18037962087,45951.37367470937,18914.83
2010-01-29,19757.69615587023,4531.115352319621,34277.62580325416,25382.441
2010-01-30,-6618.0132750644225,-22502.17822642724,7708.411538204331,0.0
2010-01-31,9318.14687328316,-6350.366383184517,24649.846233177832,18261.86
2010-02-01,18197.68541878942,3728.461976324789,33835.17821622744,16606.931
2010-02-02,22284.921820285792,6756.322115067043,36448.30210776238,19532.03
2010-02-03,18914.07659597312,2974.806548499417,34574.88601522808,17230.061
2010-02-04,25353.825457811843,9234.294204660171,40065.370504513405,22486.01
2010-02-05,15492.143118013191,311.66886931006746,30126.505752961835,19420.74
2010-02-06,-10147.61561470999,-24946.11325492509,4412.664371091282,0.0
2010-02-07,6601.5241706742745,-7892.352855459082,21195.426557186485,17023.920000000002
2010-02-08,16346.710825815975,1487.3052200113902,31954.183531701434,13016.04
2010-02-09,21327.08394780336,6774.452479362497,36898.3282730685,18398.26
2010-02-10,18851.572923512977,3804.0283623660425,34030.90083220988,6082.34
2010-02-11,26164.150519867297,11876.373497643412,41441.775717430675,15061.87
2010-02-12,17129.348188894597,1798.9406352522064,32898.356375849115,9728.96
2010-02-13,-7751.037603980563,-21792.94027769063,8461.727576462983,0.0
2010-02-14,9670.85677385225,-5785.331462567087,24722.108480358576,17772.19
2010-02-15,19985.999649637604,5396.301293138671,36012.091019650885,42318.211
2010-02-16,25420.675556239265,8752.044747243895,41256.00427503905,25669.010000000002
2010-02-17,23274.57715540719,8256.189030632077,38606.58819815942,26455.22
2010-02-18,30786.244972374745,15549.47051505371,46581.43959344076,35737.24
2010-02-19,21818.65780597384,5513.7561539423605,36943.17077123109,18931.99
2010-02-20,-3124.097493657282,-18421.08549606678,12287.464250306452,0.0
2010-02-21,14111.83047497488,-819.512751662836,29314.6310332961,11394.731
2010-02-22,24126.846064044887,9074.953699417187,40427.43890213135,26336.24
2010-02-23,29159.773995185096,14081.72010653216,44918.56580726971,20840.01
2010-02-24,26525.523354514728,10418.74562729966,41348.79366227159,30392.661
2010-02-25,33480.02896277754,18159.8791835447,49265.48626463705,44604.16
2010-02-26,23905.28825668067,8665.672598883883,38568.157573251054,12778.641
2010-02-27,-1674.5609393597479,-16358.080807006743,13769.87307579353,0.0
2010-02-28,14914.8032148364,125.24402565211996,29725.44084087022,16741.49
2010-03-01,24294.059261209874,8810.6887601651,39700.86101587918,23933.87
2010-03-02,28721.5092180586,12578.706656706254,44111.285794506344,21667.8
2010-03-03,25530.174287303515,10766.674228980486,40388.490434051724,31849.7
2010-03-04,31992.216462112257,17234.25264636576,47478.6784664719,29966.35
2010-03-05,22003.51876421475,6205.498379815347,37809.04779268281,25361.64
2010-03-06,-3900.6178743993914,-19928.92339371481,11290.032744274566,0.0
2010-03-07,12462.274045561713,-2712.7507618468303,26871.51911003859,19034.6
2010-03-08,21717.80013291656,5508.8918039612545,36919.42092892016,26605.58
2010-03-09,26125.868199257948,9877.747662306883,40950.3710936534,19665.69
2010-03-10,23017.781806452535,7818.778391167279,37892.36915032453,22905.79
2010-03-11,29660.75920215781,15295.059593834312,44993.857015596586,21537.09
2010-03-12,19942.706458803958,4731.994026696566,34852.400324170456,19123.05
2010-03-13,-5611.803869027895,-20950.761194887422,10144.852555026142,0.0
2010-03-14,11166.577458339521,-4334.0185839197975,27279.453352719025,8947.9
2010-03-15,20888.377508946876,6353.590207035378,36743.22020866413,20536.681
2010-03-16,25796.94978469833,9919.253133269694,40764.234810440954,21048.78
2010-03-17,23206.092195709585,8197.424591017749,38223.26924553081,29543.78
2010-03-18,30365.114433694358,14764.320003189752,45325.0006016594,37570.75
2010-03-19,21144.167056206654,5672.610289984932,36243.052662791335,35274.3
2010-03-20,-3949.232995509421,-19073.40809491364,11643.190572673635,0.0
2010-03-21,13238.42938859622,-3068.620090422157,27315.12551090703,20485.48
2010-03-22,23303.549612220344,8694.383426041464,38210.6778120935,21494.16
2010-03-23,28477.47834712131,13345.533630150776,44594.06152369214,41826.29
2010-03-24,26064.498970262797,11304.906924702938,41568.54009649457,25970.5
2010-03-25,33307.17726004359,19324.948501780356,49112.91547984664,30503.38
2010-03-26,24071.88778148612,8831.24970172764,39654.946207674846,29867.35
2010-03-27,-1134.5536349987196,-14783.32720345253,14463.695095828742,0.0
2010-03-28,15843.755897388684,502.0876523443359,30943.063880329355,22402.0
2010-03-29,25608.60964427922,10662.901689221791,40453.48130966602,31740.38
2010-03-30,30399.597500614545,15754.003275547528,45426.96386247133,33524.51
2010-03-31,27531.830309139274,11676.106437368106,42301.015868489434,24591.07
2010-04-01,34260.96001378476,20496.659254023845,50948.61564874043,28646.66
2010-04-02,24468.310274017625,9256.57317437491,39381.71974138227,0.0
2010-04-03,-1322.9409811536207,-16974.76656407313,13252.85804350894,0.0
2010-04-04,15060.393765631576,-154.248153138021,30829.016420174983,0.0
2010-04-05,24237.79864279797,8065.581460798338,39007.632584312574,0.0
2010-04-06,28466.433911839275,13187.328872315305,44269.2151992603,17900.83
2010-04-07,25078.33873793197,8989.104080176967,39831.597741475794,32146.75
2010-04-08,31344.950361489817,16129.766007367392,47066.89838508686,39866.6
2010-04-09,21161.768966863376,5755.6904142773565,36321.733439523465,14668.53
2010-04-10,-4935.8767068257,-19527.547348383803,9541.752249735306,0.0
2010-04-11,11234.969859575718,-4357.549927290951,26259.55047491813,19732.05
2010-04-12,20300.894935672357,5096.78907510805,36101.32806135268,25912.471
2010-04-13,24523.288094752406,10110.436054045014,39252.378032614506,25736.04
2010-04-14,21235.423774935993,6899.869538942052,36658.42528066571,27054.25
2010-04-15,27706.947149328695,13564.481670279238,42491.31188098528,19538.34
2010-04-16,17828.594152694262,2434.908579782165,32877.912927748555,19363.82
2010-04-17,-7871.901342823134,-23514.8973464876,7886.878814916859,0.0
2010-04-18,8778.215092813056,-5411.927480748875,24825.909951966863,23934.46
2010-04-19,18393.018690085584,2664.3511183598434,33255.81631172105,24561.04
2010-04-20,23219.443071943668,7470.00950233203,37857.15844098958,21202.35
2010-04-21,20574.78063444748,6318.540099326367,36403.95656317134,25873.86
2010-04-22,27711.629487839054,12338.47674948671,42504.641247160886,35741.2
2010-04-23,18503.103105129925,3059.4080251133005,33939.90038096031,14969.64
2010-04-24,-6540.758737267246,-22604.696652213708,8613.05300824934,0.0
2010-04-25,10735.535718542116,-4129.543170143152,25811.65137329199,16574.53
2010-04-26,20929.718221279352,5418.405694900647,37301.12991054859,29734.03
2010-04-27,26273.75642068995,10019.332905696623,41804.081417185844,43534.06
2010-04-28,24071.769958847242,7904.761287483366,39456.788339186045,31181.87
2010-04-29,31565.338683635095,16658.731504456653,47213.833974353416,29575.671
2010-04-30,22619.008981240822,7172.491129572827,37940.926251572026,24532.95
2010-05-01,-2263.0714224085714,-16776.781701327676,14270.32207261086,0.0
2010-05-02,15071.517325583034,-544.4364436723132,31518.83366941347,12342.17
2010-05-03,25220.31784096308,9759.373209214044,39883.4143673578,0.0
2010-05-04,30417.970383986267,15280.367882496317,45383.421526867634,18945.33
2010-05-05,27974.02551294717,13206.108751629541,43197.02675835848,23625.22
2010-05-06,35138.07011075042,20611.63762950077,49914.203362200176,51704.13
2010-05-07,25784.978727385394,10883.410431809225,41438.0495019477,31976.09
2010-05-08,431.2286261695481,-14568.424481087568,14993.63330749555,0.0
2010-05-09,17243.195928577086,2241.6340129254713,32256.39009113144,22852.06
2010-05-10,26833.588137296258,12142.607212335157,41914.01910580761,26496.43
2010-05-11,31452.970036263425,15486.599301895423,46441.280709075225,25201.04
2010-05-12,28427.10990509582,14020.29943738956,42823.588538900185,29744.74
2010-05-13,35021.63546449318,19757.192457793986,50879.05254365611,38966.0
2010-05-14,25126.825305103772,10160.499765681749,39615.04176089621,16895.24
2010-05-15,-726.5124175262536,-15048.48975189326,14611.242451359396,0.0
2010-05-16,15640.855960869836,927.5089098092977,30476.522291287052,18370.09
2010-05-17,24852.669497656792,10216.830744316343,40749.060522287225,23290.760000000002
2010-05-18,29168.403378426778,14494.140884200417,45490.88241016493,26164.58
2010-05-19,25920.385564129938,10886.893320974956,41142.606434735106,16575.5
2010-05-20,32378.29488091747,16787.254106950353,47878.59626098852,25331.44
2010-05-21,22433.87023972606,6597.346246638381,38125.8134897915,22494.36
2010-05-22,-3383.2155724138356,-18010.30231478923,11777.063222716299,0.0
2010-05-23,13102.611803867336,-1144.7122675111855,28631.56077639437,24824.93
2010-05-24,22509.053674169034,7071.7333720021015,39053.60457612577,33536.19
2010-05-25,27087.383169276913,12368.279513046502,42746.25730886004,20415.92
2010-05-26,24159.837611271803,8645.246411911192,40527.70610243365,29586.64
2010-05-27,30984.445052645737,15913.32354131208,47281.190487188804,29221.670000000002
2010-05-28,21440.1043406923,6721.5274594295315,36534.89172729536,18569.88
2010-05-29,-3957.1393527049295,-19478.525920822543,10110.841926093963,0.0
2010-05-30,12954.293481362458,-3246.013930839321,27215.117186392716,10702.97
2010-05-31,22778.16820370564,7684.934788690071,39689.62628197506,0.0
2010-06-01,27752.300063312963,12423.767585085667,42042.5395997268,13093.79
2010-06-02,25186.346264479278,9531.763100363787,40027.00563347454,13714.76
2010-06-03,32327.000977417516,16594.249970236797,48231.957398193525,26644.63
2010-06-04,23043.401925605485,6306.193184337071,37753.54812751612,11447.73
2010-06-05,-2156.3188661906534,-18220.45706869086,12024.376511160506,0.0
2010-06-06,14883.56913265476,111.75322467555534,30521.15450256114,25457.15
2010-06-07,24763.197770603594,9833.07377122602,39884.18298119627,45523.11
2010-06-08,29719.046799239448,14062.913978242284,43464.76764444153,48215.48
2010-06-09,27061.747999584713,11978.136641488369,41240.79733282751,36508.94
2010-06-10,34041.22216693219,19077.179318765244,48864.50931099725,18009.12
2010-06-11,24531.96011571338,9897.022637225786,39183.78393572012,30835.29
2010-06-12,-950.6151711072052,-15374.585975492984,14540.780358434493,0.0
2010-06-13,15758.210464365426,410.83651832128976,30214.325800604936,21147.77
2010-06-14,25268.951435497765,10785.674628789835,40391.94068967013,21317.37
2010-06-15,29829.536200531795,13889.539602882887,44443.4756854472,26937.46
2010-06-16,26762.75008869213,11861.437164506513,41873.03991747652,29229.94
2010-06-17,33330.99381291724,19141.2083959136,47451.67541562139,22635.35
2010-06-18,23421.18056704995,9063.403966953945,38879.575360687646,17788.69
2010-06-19,-2439.279369349453,-18164.533352036702,13475.949100018603,0.0
2010-06-20,13925.520674654244,-642.4841792497957,28678.762281490424,9078.58
2010-06-21,23136.161811360864,7316.145807355365,38076.99475672175,18116.21
2010-06-22,27449.220861302056,12143.540791928022,42667.44970219747,12414.03
2010-06-23,24194.467726783518,8795.931775044897,39600.18804581936,25098.239999999998
2010-06-24,30639.432549076508,15034.503486659843,46819.70206786238,17217.85
2010-06-25,20674.170840494768,5872.108758124834,34798.91657322844,12371.59
2010-06-26,-5172.821078483972,-20854.451170108685,9654.243898321156,0.0
2010-06-27,11273.388289280352,-4055.8711286440243,26929.19760311497,18706.92
2010-06-28,20630.40238903863,5982.691023348057,36506.131382526866,51132.78
2010-06-29,25149.937720590846,10696.747289518733,40356.15062316236,32236.920000000002
2010-06-30,22155.19775090616,5479.275250875543,36467.765172065156,31491.43
2010-07-01,28905.66716821974,14244.699678271456,43840.46715406852,28830.02
2010-07-02,19282.147010817964,4392.008164285267,33692.95003543412,16726.13
2010-07-03,-6197.0259627072155,-20911.088755200017,8761.042339115867,0.0
2010-07-04,10632.343107556218,-5406.176869913607,25967.14360735062,10376.289999999999
2010-07-05,20376.885403098404,5538.495536326477,36196.33846685274,30963.57
2010-07-06,25277.45353607838,10024.21543257006,41258.41287257165,19917.28
2010-07-07,22646.831112996806,6640.861274247429,38865.99752832367,24902.95
2010-07-08,29734.843746796207,14571.900244244407,45648.53151891319,19973.45
2010-07-09,20413.682187272367,4583.791982979078,36684.9741878494,33408.64
2010-07-10,-4805.627897294653,-20796.221387119702,11302.332247709124,0.0
2010-07-11,12235.301622286492,-2653.7036764924537,26740.42462436712,7609.23
2010-07-12,22138.953428782745,6101.498044878828,36882.04613111077,16101.17
2010-07-13,27143.788004363832,12050.261421017782,43381.15617421835,17419.12
2010-07-14,24561.99299992096,8482.165414861836,40071.044648522686,19418.63
2010-07-15,31644.57500967214,15326.561493078265,45314.710616208424,55836.91
2010-07-16,22266.60561137131,6709.324899237158,36606.889113764344,21137.76
2010-07-17,-3056.4407483113428,-18732.309950424195,11333.516390348515,0.0
2010-07-18,13839.658885665007,-1721.812934273929,29704.40253342653,14581.99
2010-07-19,23564.382552475723,8720.150866820655,39076.4232135838,28611.56
2010-07-20,28364.08526335709,13773.155683488229,42856.42474830939,23124.39
2010-07-21,25559.460078726286,9947.241691835881,41537.647525788394,19142.73
2010-07-22,32410.324400621004,17713.743087954277,47268.65369468564,21620.39
2010-07-23,22800.553614522534,6738.599389473611,37379.8218808261,23886.329999999998
2010-07-24,-2745.889872169897,-17987.326100398903,12634.093710656347,0.0
2010-07-25,13943.094041024946,-1097.9154779027233,29477.034925084576,17230.6
2010-07-26,23483.978478950932,8668.441385675245,38922.446541101024,20232.85
2010-07-27,28128.993047564963,13564.561917731078,43583.89401387359,28265.86
2010-07-28,25203.387211278998,9436.894749686744,40571.95110223106,23252.72
2010-07-29,31970.06630620293,16811.581926967472,47547.72879591665,32801.91
2010-07-30,22314.42736791089,6674.803740013491,37155.930319027546,14363.69
2010-07-31,-3239.6538253051367,-18914.09319730345,10936.79955470957,0.0
2010-08-01,13478.243251648079,-1334.8456997886667,27667.02993004396,30637.95
2010-08-02,23081.39148668644,8405.84344608929,39111.27653533526,26124.16
2010-08-03,27817.42652809403,12882.952838295065,42726.22568423537,22362.79
2010-08-04,25005.78772795279,9502.611739339241,42210.412643392454,17555.5
2010-08-05,31902.576508657472,15740.666204638173,47546.315403247056,23145.06
2010-08-06,22385.652061120785,7221.845126110394,37543.56691370398,14728.15
2010-08-07,-3029.0928166980157,-18869.791868160446,11405.1311558363,0.0
2010-08-08,13820.642398980573,-1649.658530864289,29390.114476135157,13950.71
2010-08-09,23540.1906885705,7997.396196953237,39079.26580819639,31336.59
2010-08-10,28369.74329225939,13022.746933572793,42625.23242844191,28209.74
2010-08-11,25622.093599123724,9393.690210304898,40814.11630492421,18629.86
2010-08-12,32547.77554555967,16981.63544605247,47834.7771603529,26031.28
2010-08-13,23020.40661939969,8189.2557275829695,37126.740390591396,15150.14
2010-08-14,-2446.830575955999,-17243.50183986727,13752.707725376762,0.0
2010-08-15,14307.342340594912,724.2826543923155,30138.365340754775,20484.46
2010-08-16,23889.02552430179,8547.03771251318,39535.8694659243,14270.74
2010-08-17,28541.00831808032,13795.137786145018,44611.244861599334,28802.52
2010-08-18,25580.492591702066,10604.889567482638,41277.780902922765,35122.52
2010-08-19,32264.148014278024,16422.030335097625,47561.348042295445,30663.35
2010-08-20,22473.31026730007,7516.068643021845,37647.34086837682,23250.77
2010-08-21,-3269.739234970468,-18560.60363586959,11510.047584761718,0.0
2010-08-22,13206.502651152725,-3335.6289524973276,26579.18315270183,22677.01
2010-08-23,22519.187007043278,6773.278018405846,37792.00243928149,20655.35
2010-08-24,26922.643921419844,12378.422273766202,42551.79041710551,26577.16
2010-08-25,23745.74291001597,9630.07611332825,38029.76274638657,30466.760000000002
2010-08-26,30256.56956402383,15474.698860654778,45383.00115646268,31964.34
2010-08-27,20347.24166348911,5958.5836579684365,36453.847547024765,12166.64
2010-08-28,-5450.185840850681,-21365.974080139447,8731.145474684497,0.0
2010-08-29,11044.200863837666,-5365.8877585676455,26683.690824359397,14449.3
2010-08-30,20454.277731039838,4719.981137644937,36629.59682840979,0.0
2010-08-31,25039.133217676605,10274.082635213894,41322.413365473105,22811.75
2010-09-01,22130.199835478936,6919.8505236276105,36245.744441127026,20351.36
2010-09-02,28995.76195351344,13616.888029689371,45003.79355007156,33430.57
2010-09-03,19525.669574469273,5370.701682272814,34434.52979623063,34739.159999999996
2010-09-04,-5752.7879459091055,-21922.778748729168,9367.563491982182,0.0
2010-09-05,11333.082085661576,-3872.7840406690166,27394.541511542524,12286.710000000001
2010-09-06,21397.595123743464,7481.262551965788,36516.962494140855,23717.79
2010-09-07,26688.127813258616,10681.935932797953,41787.2033572679,24397.45
2010-09-08,24522.505405038166,8879.202430855019,39358.99062079663,16175.22
2010-09-09,32153.826997805343,16121.356050919598,47535.733781117,23526.38
2010-09-10,23455.55016945317,7673.760819497236,39263.83876417241,15988.35
2010-09-11,-1062.2208998870774,-16191.741065068738,13628.561062472103,0.0
2010-09-12,16755.675141785105,1206.0406799457978,32289.973503343965,15528.75
2010-09-13,27506.142666511805,12061.5684960315,42587.984097625274,32892.16
2010-09-14,33419.74045973085,18042.102051864524,48059.35171768345,19705.02
2010-09-15,31798.53510591104,16723.47824601985,46959.916397207955,33812.4
2010-09-16,39881.37163667465,25209.178572085988,53387.69558638931,27099.271
2010-09-17,31529.369865070188,16456.557941575098,47580.63325560656,19486.54
2010-09-18,7242.578177941143,-8416.30146038075,22262.606100468412,0.0
2010-09-19,25168.69265889648,9471.355774490676,39353.707309880956,22783.53
2010-09-20,35899.98467570177,20235.42338344316,51364.59823703288,38563.96
2010-09-21,41665.379528038415,26581.184104050026,57308.19187656223,54698.89
2010-09-22,39768.39686131927,24737.489986427452,54736.69289545646,27208.8
2010-09-23,47452.42470084326,31754.19822843096,61764.389808438726,34305.1
2010-09-24,38586.134491603174,22975.912440206223,54100.959753848176,47106.39
2010-09-25,13679.970317034422,243.84510007839447,28980.282169827275,0.0
2010-09-26,30894.62399424739,15147.169153905283,46491.59156593408,21703.9
2010-09-27,40837.64533259436,26174.580229690262,55915.43022578844,115172.24
2010-09-28,45755.13847686096,30548.17765150657,60196.61947798836,40015.41
2010-09-29,42969.26531104576,27867.259720972907,57630.55166680885,36740.03
2010-09-30,49743.039705458505,33300.535989447846,65835.28508238411,37578.57
2010-10-01,39965.233247052616,25024.39836323884,54653.64559159733,34550.89
2010-10-02,14166.339827095486,-1693.43805999242,29872.635660217235,0.0
2010-10-03,30526.52552312107,14659.448053960545,45204.98267740338,38335.52
2010-10-04,39671.72791329131,24678.72219663616,55727.78934777103,34956.56
2010-10-05,43864.87035603811,28767.788435965114,58614.5101148937,55108.91
2010-10-06,40442.92559627656,23917.97546195139,55940.79645027189,30355.01
2010-10-07,46681.32590439657,30734.64464924217,62497.77658660392,47610.92
2010-10-08,36478.55069145966,21677.45453201922,51356.18742886599,51836.73
2010-10-09,10371.848605569672,-3932.148393612118,25517.807676964523,0.0
2010-10-10,26545.027555166896,11862.642466182144,42783.86699926024,23139.31
2010-10-11,35624.481521268826,19887.024590406785,50483.76541880076,39962.9
2010-10-12,39870.42182088032,24641.851353846676,56473.84831284193,46566.35
2010-10-13,36614.047193074584,21831.615348422296,51563.88468610535,51564.7
2010-10-14,43122.14614002143,28485.19687092286,58933.206904165694,86945.13
2010-10-15,33281.95775581225,17873.26679416368,49295.25062520314,42398.82
2010-10-16,7617.239775120226,-7235.419430539869,22814.59900747876,0.0
2010-10-17,24296.46733656803,7521.167924352589,39452.60269042957,31176.14
2010-10-18,33929.3194248589,19296.024814048043,49646.16859217002,36591.44
2010-10-19,38758.4072245688,22519.989860131467,53947.45948145852,46577.64
2010-10-20,36096.96419119921,22321.86024955611,51334.96756998887,43387.26
2010-10-21,43193.975985075966,27808.144856818268,58795.03174075184,32847.8
2010-10-22,33919.56094774295,18119.557268248955,49263.17446126456,32843.94
2010-10-23,8781.534485327911,-5796.797151044044,23702.663933144184,0.0
2010-10-24,25934.06613021397,9019.459167898087,41354.526964252436,28634.59
2010-10-25,35974.5726009342,20648.78044189667,50946.04775924209,27945.06
2010-10-26,41135.788940328435,28070.538558627384,55916.92146646314,42545.95
2010-10-27,38723.72723974174,24253.70497875586,54745.48712994905,30480.55
2010-10-28,45982.99442413643,30161.38932951907,60729.683408886136,30701.3
2010-10-29,36782.26680321172,21614.304450895404,52372.738332048204,36100.95
2010-10-30,11630.866199913342,-3451.631498130781,26200.48552345678,0.0
2010-10-31,28687.331499331445,13552.506120382432,44960.95478080492,29947.64
2010-11-01,38556.138562104985,23985.080390029783,54277.376779055165,20730.24
2010-11-02,43479.51416615883,27605.195516359403,59392.20185284766,42866.91
2010-11-03,40775.06107142919,25028.25222157386,55482.12591160726,42870.87
2010-11-04,47700.67415713724,33097.160239507226,62591.309610085336,83876.12
2010-11-05,38139.56459583452,23773.218190071144,52980.63396276321,40907.93
2010-11-06,12616.336037291143,-2105.6657861741014,28935.202218967974,0.0
2010-11-07,29305.036213478346,14305.604761720731,45403.38675998038,31345.79
2010-11-08,38825.345545610326,22944.40188810661,54187.783748268695,32303.991
2010-11-09,43433.86619275919,29466.309965783086,57711.59530685332,53013.21
2010-11-10,40461.24489558747,25848.006597379306,55684.30571337435,73575.93000000001
2010-11-11,47176.625267308475,31977.391597225782,61510.46434214601,59712.61
2010-11-12,37472.26118060584,21504.250909650622,53510.07969792441,36167.25
2010-11-13,11879.248439099092,-3785.7198093465395,27247.516420942135,0.0
2010-11-14,28575.309488031984,12404.61340705331,44458.615452699705,27934.71
2010-11-15,38180.80186681837,23123.713973094178,52626.2472455719,42964.04
2010-11-16,42949.920447074044,28171.817338967667,59064.487961147184,63788.840000000004
2010-11-17,40207.83068355292,24731.578479120253,55209.140699075615,45726.741
2010-11-18,47215.22953053814,32963.593576990395,62420.91536323769,37074.97
2010-11-19,37853.16374428804,23004.417733368155,53024.044175615556,39999.42
2010-11-20,12639.057931571537,-2016.457236517335,27951.98996353907,0.0
2010-11-21,29734.880085342782,14636.149548169577,45065.48526695732,32056.05
2010-11-22,39743.602104573045,23714.316403392793,55344.04832273773,31724.88
2010-11-23,44900.918824794804,29950.86567035398,60390.32091101269,49805.35
2010-11-24,42512.94229325533,26379.967591897916,58400.72622208795,41138.6
2010-11-25,49821.354884019645,35643.269996806084,65280.30087659598,67870.96
2010-11-26,40688.833199885485,25106.908055896787,55722.15890732637,28828.04
2010-11-27,15615.677324200136,248.11525336009336,30885.02077292702,0.0
2010-11-28,32748.554654093223,17168.217630474468,48588.3772906906,27125.16
2010-11-29,42677.501310279324,27563.875884912024,57772.741283573756,63245.18
2010-11-30,47628.122068074736,32473.327531050905,62399.20128067152,49806.23
2010-12-01,44899.69637188933,30956.61094131872,60380.22407540919,46192.49
2010-12-02,51730.65772225689,36076.74294607881,65982.12854215501,47197.57
2010-12-03,41984.24794348023,27487.409531935104,58750.34864985224,23876.63
2010-12-04,16165.272467403474,1153.18144613648,31348.161382491657,0.0
2010-12-05,32428.86031798847,16882.033676928022,47451.42225590986,31361.28
2010-12-06,41377.36931686056,25399.770460637737,57210.23014271263,31009.33
2010-12-07,45252.378150902194,29955.953025234474,60403.12242696385,53730.96
2010-12-08,41372.47675168488,26633.81741267859,56600.028044417406,39094.2
2010-12-09,46998.329269699105,31318.977729158938,62146.20096104753,38193.91
2010-12-10,36017.82109087263,21671.661226739307,50978.12231464722,33488.38
2010-12-11,8962.228660431145,-5394.689853465854,24679.800467845995,0.0
2010-12-12,24014.330788318475,9237.662829774097,39814.89631969182,17102.35
2010-12-13,31804.618906329495,16412.10402396739,46893.385583457144,27578.34
2010-12-14,34602.56636991826,19219.571533208036,49244.265708742285,29235.13
2010-12-15,29753.73027520226,14522.309742225767,44684.11108269027,30251.47
2010-12-16,34543.96711470176,19174.819183342774,50377.26511462547,48791.87
2010-12-17,22884.019267856016,6736.375818976346,38215.86996684474,19966.36
2010-12-18,-4674.995478001307,-19063.96619143386,12030.438172247153,0.0
